JobID,Jenjang,Kualifikasi,Posisi,Gender,Provinsi,Kota,Pengalaman,Skill 1,Skill 2,Skill 3,Gaji,Jenis,Perusahaan,TglPosting,Jenis Perusahaan,Link,Deskripsi
134,Senior High School,Bachelor Degree,Citizenship Education Teacher,General,Banten,Anyer,0,Civics,Operate a computer,Read the Qur’an,0,Full time,SMA Pesantren Unggul Al Bayan,2023-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
135,Senior High School,Bachelor Degree,Chemistry teacher,General,Banten,Anyer,0,Chemistry,Read the Qur’an,Microsoft Office,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
136,Senior High School,Bachelor Degree,Counseling Teacher,General,Banten,Anyer,0,Psychology,Read the Qur’an,Microsoft Office,0,Full time,SMA Pesantren Unggul Al Bayan,2023-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
137,Senior High School,Bachelor Degree,Mathematic teacher,General,Jawa Barat,Bogor,0,Mathematics,Operate a computer,Read the Qur’an,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
138,Senior High School,Bachelor Degree,Indonesian Teacher,General,Jawa Barat,Bogor,0,Indonesian,Microsoft Office,Read the Qur’an,0,Full time,SMA Pesantren Unggul Al Bayan,2023-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
139,Senior High School,Bachelor Degree,Biology teacher,General,Jawa Barat,Bogor,0,Biology,Read the Qur’an,Microsoft Office,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
140,Senior High School,Bachelor Degree,History teacher,General,Jawa Barat,Bogor,0,History,Read the Qur’an,Operate a computer,0,Full time,SMA Pesantren Unggul Al Bayan,2023-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
141,Senior High School,Bachelor Degree,Islamic religious education teacher,General,Jawa Barat,Bogor,0,Proficient in Arabic,Read the Qur’an,Operate a computer,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
142,Special Needs School,Bachelor Degree,Special Needs Teacher,General,Jawa Tengah,Mojokerto,0,Special Needs Children,Collaboration,Creative,0,Full time,SLB Putra Mandiri Pungging,2023-06-02,Sekolah,https://twitter.com/Seinaratna/status/1664479245979250688,"Laki-laki/Perempuan, S1 Pendidikan, Diutamakan PLB/Psikologi, Berkomitmen, Jujur, bertanggung jawab, diutamakan domisili pungging, mojosari dan sekitarnya"
143,General,Bachelor Degree,Computer and Informatics Teacher,General,Jawa Barat,Bekasi,0,Programming,Operate a computer,Collaboration,0,Full time,PT. Edukasi Star Indonesia,2023-05-29,Lembaga Kursus,https://www.loker.id/information-technology/guru-komputer-pt-edukasi-star-indonesia-member-of-pesonaedu-bekasi.html,"Minimal S1, Jurusan Informatika lebih diutamakan, Domisili Jakarta Timur atau Kota Bekasi, Bersedia mengajar fulltime, Memiliki pengalaman mengajar lebih diutamakan, Jujur dan bertanggung jawab"
144,Kindergarten,Bachelor Degree,Homeroom teacher,General,Jawa Tengah,Semarang,0,Leadership,Collaboration,Communication,0,Full time,Yayasan John Wesley,2023-06-02,Sekolah,https://www.lokersemar.id/lowongan/guru-kelas-tk-guru-kelas-sd-di-yayasan-john-wesley/?feed_id=36750&_unique_id=647959d17e761,"Berpindidikan min. S1, Berusia maks. 35 tahun, Mampu menggunakan komputer, Sayang anak-anak, Beragama kristen/katolik"
145,General,High School Diploma,Teacher,Perempuan,Jawa Tengah,Semarang,0,Experience in teaching kids,Creative,Collaboration,0,Full time,Sempoa SIP,2023-05-15,Lembaga Kursus,https://www.lokersemar.id/lowongan/pengajar-di-sempoa-sip/,"Wanita, usia max 30 tahun, Pendidikan min SMA/SMK, Serius mau bekerja, Bersedia menjalani Tes dan Training, Menyukai anak- anak, Senang mengajar, Ada ikatan kerja"
146,Kindergarten,Bachelor Degree,Kindergarten Teacher,Perempuan,Banten,Tangerang,0,Experience in teaching kids,Psychology,Creative,0,Full time,Salih Saliha Montessori School,2023-05-29,Sekolah,https://www.loker.id/pendidikan-pelatihan/guru/guru-tk-paud-salih-saliha-montessori-school-kabupaten-tangerang-3.html,"Muslimah, Berdomisili di Tangerang, Menyukai interaksi dengan anak-anak, Lulusan S1 PAUD/Psikologi/Pendidikan lebih diutamakan, Mengenal metode Montessori, tersedia diberikan training"
147,General,High School Diploma,Art Teacher,Perempuan,Banten,Tangerang,0,Arts,Experience in teaching kids,Creative,0,Full time,Globalart,2023-05-26,Lembaga Kursus,https://www.loker.id/pendidikan-pelatihan/guru/guru-gambar-globalart-kabupaten-tangerang.html,"Wanita, Pendidikan Minimal Lulusan SMK/SMA, Diutamakan Diploma/Sarjana Seni/Grafis, Siap diberikan pelatihan, Usia maksimal 28 tahun, Berpengalaman menjadi guru atau lulusan baru yang siap di training, Menyukai anak anak & dunia pendidikan, Menyukai Seni & Kerajinan Tangan, Penempatan di wilayah Gading Serpong"
148,Elementary School,Bachelor Degree,Mathematic Teacher,Perempuan,Banten,Tangerang,0,Mathematics,Creative,Collaboration,0,Full time,Matematika Sakamoto Method,2023-04-30,Lembaga Kursus,https://www.loker.id/pendidikan-pelatihan/guru/guru-matematika-matematika-sakamoto-method-kabupaten-tangerang.html,"Wanita, 21-35 tahun, Lulusan S1, atau sedang menyelesaikan semester akhir, Jurusan keguruan atau MIPA diutamakan, Supel, ceria, Berkomitmen tinggi, bertanggung jawab, Bersedia bekerja minimal 2 tahun"
149,Junior High School,Bachelor Degree,Physical Education and Health Teachers,Perempuan,Jawa Barat,Depok,0,Proficient in English,Operate a computer,Communication,0,Full time,Sekolah Islam Terpadu Darul Abidin,2023-06-03,Sekolah,https://www.loker.id/pendidikan-pelatihan/guru/guru-olahraga-sekolah-islam-terpadu-darul-abidin-depok.html,"Wanita usia 23-30 tahun. Pendidikan S1 jurusan olahraga/PJOK, Berpengalaman, Tidak merokok, Bisa berkomunikasi sederhana dalam bahasa Inggris, Dapat mengoperasikan komputer & MS Office"
150,Senior High School,Bachelor Degree,Mathematic Teacher,General,Jawa Barat,Cirebon,0,Mathematics,Collaboration,Creative,0,Full time,SMK Entrepreneur Harun Ar Rasyid,2023-06-03,Sekolah,https://lokercirebon.com/lowongan-kerja-guru-smk-entrepreneur-harun-ar-rasyid/?feed_id=8951,"Laki-laki/Perempuan, S1 Pendidikan, Bisa berkomunikasi dengan baik bekerja tim atau individu, bisa bekerja di bawah tekanan"
151,Senior High School,Bachelor Degree,Indonesian Teacher,General,Jawa Barat,Cirebon,0,Indonesian,Communication,Collaboration,0,Full time,SMK Entrepreneur Harun Ar Rasyid,2023-06-04,Sekolah,https://lokercirebon.com/lowongan-kerja-guru-smk-entrepreneur-harun-ar-rasyid/?feed_id=8951,"Laki-laki/Perempuan, S1 Pendidikan, Bisa berkomunikasi dengan baik bekerja tim atau individu, bisa bekerja di bawah tekanan"
152,Senior High School,Bachelor Degree,Counseling Teacher,General,Jawa Barat,Cirebon,0,Psychology,Collaboration,Communication,0,Full time,SMK Entrepreneur Harun Ar Rasyid,2023-06-05,Sekolah,https://lokercirebon.com/lowongan-kerja-guru-smk-entrepreneur-harun-ar-rasyid/?feed_id=8951,"Laki-laki/Perempuan, S1 Pendidikan, Bisa berkomunikasi dengan baik bekerja tim atau individu, bisa bekerja di bawah tekanan"
153,Senior High School,Bachelor Degree,Operator,General,Jawa Barat,Cirebon,0,Microsoft Office,Operate a computer,Collaboration,0,Full time,SMK Entrepreneur Harun Ar Rasyid,2023-06-06,Sekolah,https://lokercirebon.com/lowongan-kerja-guru-smk-entrepreneur-harun-ar-rasyid/?feed_id=8951,"Laki-laki/Perempuan, S1 Pendidikan, Bisa berkomunikasi dengan baik bekerja tim atau individu, bisa bekerja di bawah tekanan"
154,Elementary School,Bachelor Degree,Mathematic Teacher,Perempuan,Jawa Barat,Cirebon,0,Mathematics,Proficient in English,Communication,0,Full time,Matematika Sakamoto Method,2023-06-03,Lembaga Kursus,https://lokercirebon.com/lowongan-kerja-guru-matematika-sakamoto-cirebon/?feed_id=8945,"Wanita, 2-35 tahun, Lulusan S1 atau D3, Memiliki pengalaman dibidang yang sama, memiliki analisa dan logika yang baik, menyukai matematika dan pintar matematika, bisa berbahasa inggris, bersedia mengikuti training dan kontrak kerja, serius bekerja dan loyal, memiliki motivasi yang tinggi untuk belajar"
155,General,Bachelor Degree,English teacher,Perempuan,Jawa Tengah,Sidoarjo,0,Proficient in English,Operate a computer,Collaboration,1000000,Part time,Fun English,2023-05-30,Lembaga Kursus,https://www.loker.id/pendidikan-pelatihan/guru/guru-bahasa-inggris-fun-english-sidoarjo-2.html,"Wanita, 20-35 tahun, S1, Minimal semester 3 pendidikan bahasa inggris"
156,General,Bachelor Degree,Indonesian Teacher,General,Jawa Barat,Depok,12,Indonesian,Communication,Creative,1000000,Part time,GENZA Education,2023-05-30,Lembaga Kursus,https://www.loker.id/pendidikan-pelatihan/guru/guru-bahasa-indonesia-sd-sma-genza-banjaran-depok.html,"Laki-laki atau Perempuan, Maksimal 30 Tahun, Minimal lulusan S1 jurusan Matematika atau terkait, Memiliki pengalaman mengajar minimal 1 tahun, Disiplin, berkomitmen, dan profesional"
157,Kindergarten,Bachelor Degree,Academic Administration,General,Jawa Timur,Malang,0,Administrative,Experience in teaching kids,Collaboration,0,Full time,KB dan TK Alam Ar Rayyan,2023-06-03,Sekolah,https://www.instagram.com/p/CtBnKd1re3u/,"Usia maksimal 35 tahun, D1 atau S1 diutamakan jurusan PAUD, Jujur, disiplin, dan pekerja keras, memiliki motivasi yang tinggi, Tidak punya ikatan kerja dengan institusi lain, senang dengan dunia anak-anak, kreatif dan inovatif, dapat mengoperasikan komputer"
158,Kindergarten,Diploma Degree,Kindergarten Teacher,General,Jawa Timur,Malang,0,Experience in teaching kids,Creative,Collaboration,0,Full time,KB dan TK Alam Ar Rayyan,2023-06-04,Sekolah,https://www.instagram.com/p/CtBnKd1re3u/,"Usia maksimal 35 tahun, D1 atau S1 diutamakan jurusan PAUD, Jujur, disiplin, dan pekerja keras, memiliki motivasi yang tinggi, Tidak punya ikatan kerja dengan institusi lain, senang dengan dunia anak-anak, kreatif dan inovatif, dapat mengoperasikan komputer"
159,Senior High School,Bachelor Degree,Geomatics Engineering Teacher,General,Jawa Timur,Malang,0,Design,Operate a computer,Creative,0,Full time,SMK Pekerja Umum Malang,2023-06-03,Sekolah,https://www.instagram.com/p/CtBnGg8LHaC/,"Laki-laki atau Perempuan, Lulusan S1 Pendidikan Teknik Bangunan Teknik Geodesi atau Teknik sipil, domisili malang, memiliki dedikasi dan loyalitas yang sangat tinggi terhadap sekolah, jujur, rajin bekerja, teliti, cekatan dan memiliki inisiatif yang tinggi,sehat jasmani dan rohani, memiliki integritas yang tinggi terhadap sekolah"
160,Junior High School,Bachelor Degree,Indonesian Teacher,Laki-laki,Jawa Timur,Malang,0,Indonesian,Read the Qur’an,Collaboration,0,Full time,SMP Darul Itqon,2023-06-03,Sekolah,https://www.instagram.com/p/CtBAjiCLcWn/,"Minimal S1 Pendidikan, Usia maksimal 30 tahun, berkarakter baik"
161,Junior High School,Bachelor Degree,Natural Sciences Teacher,Laki-laki,Jawa Timur,Malang,0,Natural Sciences,Read the Qur’an,Creative,0,Full time,SMP Darul Itqon,2023-06-03,Sekolah,https://www.instagram.com/p/CtBAjiCLcWn/,"Minimal S1 Pendidikan, Usia maksimal 30 tahun, berkarakter baik"
162,Junior High School,Bachelor Degree,Mathematic Teacher,Laki-laki,Jawa Timur,Malang,0,Mathematics,Read the Qur’an,Collaboration,0,Full time,SMP Darul Itqon,2023-06-03,Sekolah,https://www.instagram.com/p/CtBAjiCLcWn/,"Minimal S1 Pendidikan, Usia maksimal 30 tahun, berkarakter baik"
163,Junior High School,Bachelor Degree,English teacher,Laki-laki,Jawa Timur,Malang,0,Proficient in English,Collaboration,Read the Qur’an,0,Full time,SMP Darul Itqon,2023-06-03,Sekolah,https://www.instagram.com/p/CtBAjiCLcWn/,"Minimal S1 Pendidikan, Usia maksimal 30 tahun, berkarakter baik"
164,Senior High School,Bachelor Degree,IT teacher,General,Jawa Timur,Malang,0,Operate a computer,Collaboration,Microsoft Office,0,Full time,MA Plus Informatika El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
165,Senior High School,Bachelor Degree,Indonesian Teacher,General,Jawa Timur,Malang,0,Indonesian,Microsoft Office,Collaboration,0,Full time,MA Plus Informatika El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
166,Senior High School,Bachelor Degree,Graphic design teacher,General,Jawa Timur,Malang,0,Design,Collaboration,Microsoft Office,0,Full time,MA Plus Informatika El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
167,Senior High School,Bachelor Degree,Mathematic Teacher,General,Jawa Timur,Malang,0,Mathematics,Microsoft Office,Collaboration,0,Full time,MA Plus Informatika El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
168,Senior High School,Bachelor Degree,Chemistry teacher,General,Jawa Timur,Malang,0,Chemistry,Collaboration,Microsoft Office,0,Full time,MA Plus Informatika El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
169,Senior High School,Bachelor Degree,Physics teacher,General,Jawa Timur,Malang,0,Physic,Microsoft Office,Collaboration,0,Full time,MA Plus Informatika El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
170,Senior High School,Bachelor Degree,Academic Administration,General,Jawa Timur,Malang,0,Administrative,Microsoft Office,Collaboration,0,Full time,MA Plus Informatika El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
171,Junior High School,Bachelor Degree,IT teacher,General,Jawa Timur,Malang,0,Operate a computer,Microsoft Office,Collaboration,0,Full time,MTs El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
172,Junior High School,Bachelor Degree,Indonesian Teacher,General,Jawa Timur,Malang,0,Indonesian,Collaboration,Microsoft Office,0,Full time,MTs El Jasmeen,2023-05-29,Sekolah,https://www.instagram.com/p/Cs0VAEPLk9a/,"Laki-laki atau Perempuan, Lulusan S1 atau S2, berperilaku baik, mampu mengelola Microsoft Office dengan baik, diutamakan domisili Singosari dan sekitarnya"
173,Kindergarten,Bachelor Degree,Kindergarten Teacher,General,Banten,Tangerang,36,Experience in teaching kids,Proficient in English,Collaboration,0,Full time,PT Surya Karto Abadi (Tutor Time Preschool),2023-06-04,Lembaga Kursus,https://www.jobstreet.co.id/id/job/kindergarten-teacher-4346753?jobId=jobstreet-id-job-4346753&sectionRank=1&token=0~24d590dc-ad55-4b8e-b1c3-ae07790801ee&fr=SRP%20Job%20Listing,"A reputable Preschool and Kindergarten School has immediate vacancy for GADING SERPONG center:
PRESCHOOL / KINDERGARTEN TEACHER
Fluent in English (oral and written)
Min 3 years relevant teaching experience with degree in early childhood education or related fields
Creative and passionate in working with young children
Good team player and can communicate well with parents
Job responsibilities:
Plan and prepare lesson materials and instructional methods
Implement Tutor Time curriculum and teaching practice
Create positive and appropriate classroom environment
Develop and implement effective classroom management system
Observe, evaluate and record children's progress in all area
Provide constructive feedback to parents and School Administration
Maintain all equipments to be clean and in good repair
Perform required administrative duties
Participate in required trainings provided by School
Participate in school's marketing activities and other school events
Uphold Tutor Time's values, policies, rules and procedures"
174,Junior High School,Bachelor Degree,Physical Education and Health Teachers,Perempuan,Jawa Barat,Depok,0,Sport,Microsoft Office,Proficient in English,2000000,Full time,SMPIT Darul Abidin,2023-06-03,Sekolah,https://www.loker.id/pendidikan-pelatihan/guru/guru-olahraga-sekolah-islam-terpadu-darul-abidin-depok.html,"Wanita usia 23-30 tahun. Pendidikan S1 jurusan olahraga/PJOK, Berpengalaman, Tidak merokok, Bisa berkomunikasi sederhana dalam bahasa Inggris, Dapat mengoperasikan komputer & MS Office"
175,General,Bachelor Degree,Teacher Coordinator,Perempuan,Jawa Barat,Depok,24,Lesson Plan,Microsoft Office,Administrative,2000000,Full time,Yayasan Khalifa Zahra,2023-05-25,Sekolah,https://www.loker.id/pendidikan-pelatihan/guru/koordinator-guru-yayasan-khalifa-zahra-depok.html,"Menguasai Word, Excel, Mampu dan mengerti Membuat RPPM dan RPPH, Mampu membuat Kegiatan dan event sekolah, Mengerti Sistem Sentra, Mengerti Doa doa harian dalam islam, Mampu berkerja dalam Tim, Kreatif"
176,General,Diploma Degree,Sensory Play Instructor,Perempuan,Jawa Barat,Bandung,12,Sensory play Curriculum,Communication,Experience in teaching kids,2000000,Full time,iSpeak Language Center,2023-05-29,Lembaga Kursus,https://www.loker.id/pendidikan-pelatihan/guru/sensory-play-instructor-ispeak-language-center-bandung-kota.html,"Menguasai sensory play, usia 21-35 tahun, aktif dan komunikatif, dapat berkomunikasi dengan baik, menyukai anak-anak"
177,General,Diploma Degree,Early Childhood Teacher,Perempuan,Jawa Barat,Bandung,0,Experience in teaching kids,Communication,Collaboration,2000000,Full time,iSpeak Language Center,2023-05-27,Lembaga Kursus,https://www.loker.id/pendidikan-pelatihan/guru/early-childhood-teacher-ispeak-language-center-bandung-kota.html,"Menguasai early childhood education, Wanita, 22 – 35 tahun, Dapat menghandle anak dengan baik, kreatif, aktif dan komunikatif, dapat bekerjasama dalam tim, Pendidikan minimal Diploma, Memiliki pengalaman mengajar"
178,General,High School Diploma,Phonics Teacher,General,Jawa Barat,Bandung,0,Phonics,Proficient in English,Collaboration,2000000,Full time,iSpeak Language Center,2023-05-31,Lembaga Kursus,https://www.loker.id/pendidikan-pelatihan/guru/guru-phonics-ispeak-language-center-bandung-kota.html,"Pria  atau wanita, 21 – 40 tahun, menguasai Phonics, dapat mengajar dengan baik, aktif & komunikatif, dapat bekerjasama dalam tim"
179,General,Diploma Degree,Informatics Teacher,General,Jawa Barat,Bandung,0,Programming,Creative,Proficient in English,2000000,Contract,Al-Madinah Computer,2023-06-02,Lembaga Kursus,https://www.loker.id/pendidikan-pelatihan/guru/guru-tik-al-madinah-computer-bandung-kota.html,"Usia maksimal 35 tahun, Mampu mengajar Informatika, Menguasai Pengetahuan Teknologi Informasi, Update Perkembangan Teknologi Terkini, Menguasai Program Coding Anak Scratch/Thunkable/MIT App Inventor (diutamakan), Mampu Berbahasa Inggris (diutamakan)"
180,General,Bachelor Degree,Mandarin Teacher,General,Jakarta,Jakarta Barat,12,Proficient in Mandarin,HSK 4 Certified,Lesson Plan,0,Full time,Fun Mandarin Learning Center,2023-05-06,Lembaga Kursus,https://www.jakartakerja.com/lowongan/guru-bahasa-mandarin-di-fun-mandarin-learning-centre/,"Perempuan atau laki-laki, usia maksimal 35 tahun, dapat menyiapkan material dan lesson plan, domisili jakarta "
181,General,Bachelor Degree,Science Teacher,General,Jawa Barat,Bandung,0,Natural Sciences,Read the Qur’an,Proficient in English,0,Full time,Sekolah Alam Gaharu,2023-05-16,Sekolah,https://www.instagram.com/p/CsTcmiDPXlw/,"Laki-laki atau perempuan, belum menikah, tidak merokok, berdomisili dekat dari sekolah, dapat membaca alquran dengan baik"
182,General,Bachelor Degree,Mathematic Teacher,General,Jawa Barat,Bandung,0,Mathematics,Read the Qur’an,Microsoft Office,0,Full time,Sekolah Alam Gaharu,2023-05-16,Sekolah,https://www.instagram.com/p/CsTcmiDPXlw/,"Laki-laki atau perempuan, belum menikah, tidak merokok, berdomisili dekat dari sekolah, dapat membaca alquran dengan baik"
183,Kindergarten,Bachelor Degree,Kindergarten Teacher,General,Jawa Barat,Bandung,0,Experience in teaching kids,Read the Qur’an,Creative,0,Full time,Sekolah Alam Gaharu,2023-05-16,Sekolah,https://www.instagram.com/p/CsTcmiDPXlw/,"Laki-laki atau perempuan, belum menikah, tidak merokok, berdomisili dekat dari sekolah, dapat membaca alquran dengan baik"
184,Kindergarten,High School Diploma,Daycare Teacher,Perempuan,Jawa Barat,Bandung,0,Experience in teaching kids,Read the Qur’an,Creative,0,Full time,Sekolah Alam Gaharu,2023-05-16,Sekolah,https://www.instagram.com/p/CsTcmiDPXlw/,"Perempuan, belum menikah, tidak merokok, berdomisili dekat dari sekolah, dapat membaca alquran dengan baik"
185,General,High School Diploma,Shadow Teacher,General,Jawa Barat,Bandung,0,Special Needs Children,Read the Qur’an,Collaboration,0,Full time,Sekolah Alam Gaharu,2023-05-16,Sekolah,https://www.instagram.com/p/CsTcmiDPXlw/,"Laki-laki atau perempuan, belum menikah, tidak merokok, berdomisili dekat dari sekolah, dapat membaca alquran dengan baik"
186,General,Bachelor Degree,Social Sciences Teacher,General,Jawa Barat,Bandung,0,Social Sciences,Read the Qur’an,Microsoft Office,0,Full time,Sekolah Alam Gaharu,2023-06-05,Sekolah,https://www.instagram.com/p/CtGRtMuLHjY/,"Laki-laki atau perempuan, belum menikah, tidak merokok, berdomisili dekat dari sekolah, dapat membaca alquran dengan baik"
187,Elementary School,Bachelor Degree,Elementary School teacher,General,Jawa Barat,Bandung,0,Experience in teaching kids,Lesson Plan,Read the Qur’an,0,Full time,Sekolah Alam Gaharu,2023-06-05,Sekolah,https://www.instagram.com/p/CtGRtMuLHjY/,"Laki-laki atau perempuan, belum menikah, tidak merokok, berdomisili dekat dari sekolah, dapat membaca alquran dengan baik"
188,General,Bachelor Degree,Islamic religious education teacher,General,Jawa Barat,Bandung,0,Proficient in Arabic,Read the Qur’an,Microsoft Office,0,Full time,Sekolah Alam Gaharu,2023-05-30,Sekolah,https://www.instagram.com/p/Cs2ezsChRQr/,"Laki-laki atau perempuan, belum menikah, tidak merokok, berdomisili dekat dari sekolah, dapat membaca alquran dengan baik"
189,Elementary School,Bachelor Degree,Homeroom teacher,General,Jawa Tengah,Sidoarjo,0,Leadership,Experience in teaching kids,Collaboration,0,Full time,SD Islam Ar-Rahmah,2023-06-05,Sekolah,https://www.instagram.com/p/CtGB6RgJ2Ll/,"Domisili dekat dengan sekolah, menyukai dunia pendidikan, dapat bekerja sama dengan tim"
190,Elementary School,Bachelor Degree,PE Teacher,General,Jawa Tengah,Sidoarjo,0,Sport,Experience in teaching kids,Collaboration,0,Full time,SD Islam Ar-Rahmah,2023-06-05,Sekolah,https://www.instagram.com/p/CtGB6RgJ2Ll/,"Domisili dekat dengan sekolah, menyukai dunia pendidikan, dapat bekerja sama dengan tim"
191,Elementary School,Bachelor Degree,Mathematic Teacher,General,Jawa Tengah,Sidoarjo,0,Mathematics,Read the Qur’an,Experience in teaching kids,0,Full time,SD Islam Ar-Rahmah,2023-06-05,Sekolah,https://www.instagram.com/p/CtGB6RgJ2Ll/,"Domisili dekat dengan sekolah, menyukai dunia pendidikan, dapat bekerja sama dengan tim"
192,Elementary School,Bachelor Degree,Alquran Teacher,General,Jawa Tengah,Sidoarjo,0,Proficient in Arabic,Read the Qur’an,Experience in teaching kids,0,Full time,SD Islam Ar-Rahmah,2023-06-05,Sekolah,https://www.instagram.com/p/CtGB6RgJ2Ll/,"Domisili dekat dengan sekolah, menyukai dunia pendidikan, dapat bekerja sama dengan tim"
193,Senior High School,Bachelor Degree,Mathematic Teacher,General,Jakarta,Jakarta Pusat,0,Mathematics,Experience in teaching Merdeka Curriculum,Microsoft Office,0,Full time,SMA Perguruan Ksatrya,2023-06-05,Sekolah,https://www.instagram.com/p/CtEOkjVJVD3/,"Dapat membaca alquran bagi muslim dan muslimah, pendidikan S1 linear, memiliki pemahaman atau pengalaman mengajar menggunakan kurikulum merdeka"
